boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
这款农业鞋子采用高品质材料制作，轻便舒适，适合长时间穿着。鞋底防滑，适用于各种农业场地，让您的工作更加轻松。",0,0,item-icon-110,110,农业鞋子,1440,1,186,1,0,1,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
这款农业鞋子是专为耕田、种植等农业活动设计的，采用优质材料制作，耐磨损、透气舒适，可以保护农民的脚部安全。",0,0,item-icon-111,111,农业鞋子,1440,"1,2",195,1,0,1,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
这双农业鞋子是专为农业工作者设计的，它具有防滑、耐磨、透气等特点，能够保护脚部并提高工作效率。",0,0,item-icon-112,112,农业鞋子,1440,"1,2,3",204,1,0,1,999,0,1,3,1
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这双采集鞋子是专门为采集而设计的，穿上它可以让你更加敏捷地在森林中行走，轻松采集到你需要的资源。",0,0,item-icon-113,113,采集鞋子,1440,1,337,1,0,3,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这双采集鞋子是专门为采集而设计的，它能够帮助你更快速、更高效地采集资源，让你的采集之旅更加顺畅。",0,0,item-icon-114,114,采集鞋子,1440,"1,2",346,1,0,3,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这些鞋子是为热衷于采集的人设计的，能够在长时间的探险中提供增强的敏捷性和舒适性。它们采用耐用而轻便的结构，使玩家能够轻松穿越各种地形，并轻松采集资源。这些鞋子还具有专门设计的抓地力，确保稳定性，即使在恶劣的环境中也能防止滑倒和摔倒。",0,0,item-icon-115,115,采集鞋子,1440,"1,2,3",355,1,0,3,999,0,1,3,1
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这款时尚的帽子非常适合任何冒险者，既能提供额外的防护，又不会牺牲风格。它宽大的帽檐和可调节的带子确保舒适的贴合度，使其成为任何户外探险的必备配饰。这款帽子采用耐用材料制作，设计用于经受最艰苦的条件。它轻巧的结构和透气的面料让您在长时间的探索中保持凉爽和受保护。凭借其实用的设计和时尚的外观，这款聚会帽是任何经验丰富的冒险者必备的物品。",0,0,item-icon-116,116,采集帽子,1440,1,334,1,0,3,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
一顶时尚的帽子，能够提升你的采集能力，让你更高效地收集资源。它独特的设计提供舒适和保护，使其成为任何专注的采集者必备的配件。一顶专为采集任务设计的实用帽子。它轻便透气的材料让你在长时间的采集过程中保持凉爽和专注。",0,0,item-icon-117,117,采集帽子,1440,"1,2",343,1,0,3,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
一顶时尚的帽子，能够增强你的收集能力，使你在游戏中更容易收集资源。一个实用的配饰，能够提高你的收集效率，让你更快、更高效地收集材料。",0,0,item-icon-118,118,采集帽子,1440,"1,2,3",352,1,0,3,999,0,1,3,1
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
一款专为户外探险设计的耐用夹克，能提供出色的防护功能。其轻便透气的面料确保在长时间的探险中享受舒适。配有多个口袋和加固缝线，是任何热衷冒险的人的完美伴侣。",0,0,item-icon-119,119,采集上衣,1440,1,335,1,0,3,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
一款为冒险者设计的实用夹克，能提供出色的防护功能，抵御各种恶劣天气。其耐用的面料和加固的缝线使其非常适合长途旅行和户外探险。多个口袋和可调节的带子使其对于任何户外爱好者来说都非常方便实用。",0,0,item-icon-120,120,采集上衣,1440,"1,2",344,1,0,3,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
一款为冒险者设计的实用夹克，能提供出色的防护功能。其耐用的面料和加固的缝线使其非常适合长途旅行和户外活动。使用这款必备装备，您可以保持温暖舒适，同时不会牺牲活动性。",0,0,item-icon-121,121,采集上衣,1440,"1,2,3",353,1,0,3,999,0,1,3,1
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这款裤子专为热衷冒险的人设计，能在长途旅行中提供舒适和灵活性。采用加固缝线和耐用面料，非常适合在荒野中采集资源。无论是任何专注的探险者，都可以通过这款必备裤子保持敏捷和专注。",0,0,item-icon-122,122,采集裤子,1440,1,336,1,0,3,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这条裤子非常适合在游戏中收集资源，提供额外的储存空间和耐久性。它们采用了加固缝线和多个口袋的设计，使玩家可以轻松携带和收集各种材料，而不必担心磨损。",0,0,item-icon-123,123,采集裤子,1440,"1,2",345,1,0,3,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这款裤子专为热衷冒险的人设计，能在长途旅行中提供舒适和灵活性。采用耐用材料制作，能在不影响活动能力的情况下提供出色的防护效果。非常适合那些在游戏中探索广阔景观时希望高效收集资源的人使用。",0,0,item-icon-124,124,采集裤子,1440,"1,2,3",354,1,0,3,999,0,1,3,1
"792,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这些手套专为热衷于采集的人设计，提供了增强的握力和灵活性。它们采用耐用材料制成，可以保护您的手部免受荆棘和锋利边缘的伤害，让您轻松高效地采集资源。有了这些手套，您再也不用担心起水泡或割伤了。",0,0,item-icon-125,125,采集手套,1440,1,333,1,0,3,999,0,1,1,1
"793,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这些手套是为狂热的收藏家设计的，让他们能够轻松地收集各种资源而不弄脏双手。它们舒适合身，材质耐用，提供可靠的握力并保护免受锋利边缘的伤害。无论是采摘草药还是挖掘矿石，这些手套都是任何专注于收集的人必备的物品。",0,0,item-icon-126,126,采集手套,1440,"1,2",342,1,0,3,999,0,1,2,1
"794,1",4,1,"通过合成可以获得这个物品.
装备上可提升属性，提高采集更高等级资源的掉落概率
-------
这些手套是为热衷于采集的人设计的，提供了增强的灵活性和抓握力。它们采用耐用材料制成，能够保护免受荆棘和尖锐物体的伤害。有了这些手套，您可以轻松高效地采集资源。",0,0,item-icon-127,127,采集手套,1440,"1,2,3",351,1,0,3,999,0,1,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
使用这种强效配方，促进作物生长，确保及时丰收。通过使用这种强大的肥料，提高农业效率，观察您的植物茁壮成长。",0,98,item-icon-128,128,加速肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
增产肥料是一种专门用于提高农作物产量的消耗品，适用于LV0及以上的农业生产。它能够为作物提供充足的养分，促进作物的生长发育，提高作物的产量和品质。",0,98,item-icon-129,129,增产肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种富含营养的配方能够深层滋养植物，促进健康生长和鲜艳的花朵。它增强土壤的保水能力，确保植物在更长时间内保持水分。使用这种必备肥料来提升您的花园的活力。",0,98,item-icon-130,130,湿润肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种强效肥料能够促进植物生长并提高产量，使作物在短时间内茁壮成长。它提供了必需的营养物质，促进了强壮的根系发育，从而获得更健康、更丰富的收成。通过使用这种先进配方，您将体验到前所未有的加速生长效果。",0,98,item-icon-131,131,高级加速肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种强效肥料显著提高了农作物的产量，从而获得丰收。它促进植物生长，最大限度地增强了养分吸收，确保作物更加健康和强壮。有了这种先进的肥料，农民可以期待农业生产力的显著提高。",0,98,item-icon-132,132,高级增产肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种肥料经过特殊配方，能够为植物提供深层滋润和营养，使其生长更健康、更繁茂。其先进的配方能够确保土壤保持最佳的湿度，促进根系强壮，叶片茂盛。使用这种先进的保湿肥料，为您的植物提供终极滋润。",0,98,item-icon-133,133,高级湿润肥料,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
该药水可以在战斗中使用，能够提供次级治疗效果。",0,0,item-icon-134,134,劣质治疗药水,0,1,56,1,0,2,"1,0",0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以增强你的攻击力。",0,0,item-icon-135,135,劣质攻击药水,0,1,56,1,0,2,"1,0",0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这个药剂能增强你的敏捷性，使你能够迅速移动并轻松躲避攻击。它能给你短暂的速度爆发，使你在战场上成为一股强大的力量。战略性地使用它来超越对手，获得战斗中的优势。",0,0,item-icon-136,136,劣质移速药水,0,1,56,1,0,2,"1,0",0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种药剂增加了你的暴击几率，使你能够对敌人造成毁灭性的打击。对于任何希望最大化伤害输出的玩家来说，这是必备之物。明智地使用它，看着你的敌人在你面前崩溃。",0,0,item-icon-137,137,劣质暴击药水,0,1,56,1,0,2,"1,0",0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这个药水在游戏中是一个生命线，为你的角色的健康提供了急需的提升。它能立即恢复大量的生命值，让你能够继续冒险而不中断。它鲜艳的颜色和清爽的味道使其成为任何危急情况的完美解药。",0,0,item-icon-138,138,劣质生命上限药水,0,1,56,1,0,2,"1,0",0,3,1,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
此药水可以提供短暂的防御效果，适用于战斗中的应急情况。",0,0,item-icon-139,139,劣质防御药水,0,1,56,1,0,2,"1,0",0,3,1,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种药水可以在战斗中使用，它能够治疗你的伤口。",0,0,item-icon-140,140,治疗药水,0,1,58,1,0,2,2,0,3,2,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这个药剂能增强你的战斗能力，提升你的攻击力，但效果只持续一段时间。对于任何希望给敌人造成毁灭性打击的冒险者来说，这是必备之物。明智地使用它，看着你的敌人在你面前颤抖吧。",0,0,item-icon-141,141,攻击药水,0,1,58,1,0,2,2,0,3,2,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种药剂能增强你的速度，让你能够迅速移动并轻松躲避攻击。对于任何寻求在战斗中获得优势的冒险者来说，这是必备之物。",0,0,item-icon-142,142,移速药水,0,1,58,1,0,2,2,0,3,2,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这种药剂能增强你的战斗能力，提高你对敌人造成毁灭性打击的机会。它能提升你的暴击率，在战斗中造成巨大的伤害。有了这种药剂，胜利就在你的掌握之中。",0,0,item-icon-143,143,暴击药水,0,1,58,1,0,2,2,0,3,2,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这瓶药水可以恢复你的生命值。在战斗中使用，效果更佳。",0,0,item-icon-144,144,生命上限药水,0,1,58,1,0,2,2,0,3,2,1
"793,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
一种强大的药剂，可以增强你的防御能力，提供临时抵御敌人攻击的护盾。这种药剂可以增强你的护甲和韧性，使你能够经受住最艰难的战斗。明智地使用它，扭转局势，获得胜利。",0,0,item-icon-145,145,防御药水,0,1,58,1,0,2,2,0,3,2,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
这是一种可以种植成为竹子的种子，适合在农业领域使用。",0,97,item-icon-146,146,竹子种子,0,1,482,1,0,1,"1,0",1,3,1,1
-,"1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
三叶草种子是一种用于种植三叶草的农业消耗品，适合在低等级的土地上使用。它可以在适宜的环境下迅速生长并产生丰富的营养价值。",0,97,item-icon-147,147,三叶草种子,0,1,484,1,0,1,"1,0",1,3,1,1
