canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ce pantalon est conçu pour les agriculteurs, offrant confort et durabilité pendant de longues heures de travail dans les champs. Fabriqué à partir de matériaux de haute qualité, il offre une excellente protection contre la saleté et les taches. Avec son design pratique et sa coupe ajustable, ce pantalon est un incontournable pour tout agriculteur dévoué.
",0,item-icon-103,103,Lv 3 Veste de fermier,"1,2,3",202,0,1,999,0,1,3,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ce pantalon agricole est spécialement conçu pour le travail agricole, avec des caractéristiques telles que l'imperméabilité et la résistance à l'abrasion, rendant votre travail sur le terrain plus confortable et sûr.
",0,item-icon-104,104,Lv 1 Pantalon de fermier,1,185,0,1,999,0,1,1,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ce pantalon est spécialement conçu pour les travailleurs agricoles, fabriqué avec des matériaux de haute qualité qui sont confortables et durables. Il présente des fonctions telles que l'imperméabilité, la résistance aux taches et la résistance aux perforations, protégeant efficacement le corps et les vêtements du travailleur. De plus, il dispose de multiples poches et de designs détaillés pour faciliter le transport des outils et améliorer l'efficacité du travail.
",0,item-icon-105,105,Lv 2 Pantalon de fermier,"1,2",194,0,1,999,0,1,2,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ce gant est adapté à une utilisation dans les champs et peut protéger les mains des épines, de la saleté et d'autres objets pointus. Il a également une fonction antidérapante, vous rendant plus stable sur un sol humide.
",0,item-icon-106,106,Lv 3 Pantalon de fermier,"1,2,3",203,0,1,999,0,1,3,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ces gants sont conçus spécialement pour les tâches agricoles, offrant une excellente adhérence et une protection contre les épines et les surfaces rugueuses. Ils sont fabriqués avec des matériaux durables pour résister aux longues heures de travail dans les champs. Avec ces gants, vous pouvez effectuer n'importe quel travail agricole avec facilité et confort.
",0,item-icon-107,107,Lv 1 Gants de fermier,1,183,0,1,999,0,1,1,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Ce gant est adapté au travail agricole, offrant une prise confortable et une protection pour aider les agriculteurs à accomplir diverses activités agricoles.
",0,item-icon-108,108,Lv 2 Gants de fermier,"1,2",192,0,1,999,0,1,2,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Rendez vos cultures moins sujettes au flétrissement.
-------
Cette chaussure agricole est fabriquée à partir de matériaux de haute qualité, légers et confortables, adaptée à un port prolongé. La semelle est antidérapante et convient à différents champs agricoles, rendant votre travail plus facile.
",0,item-icon-109,109,Lv 3 Gants de fermier,"1,2,3",201,0,1,999,0,1,3,1,718
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez la probabilité de collecter des ressources de niveau supérieur.
-------
Ces chaussures de collecte sont spécialement conçues pour la collecte. Les porter peut vous rendre plus agile lors de vos déplacements dans la forêt et vous permettre de collecter facilement les ressources dont vous avez besoin.
",0,item-icon-113,113,Lv 1 Chaussures de récolte,1,337,0,3,999,0,1,1,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez la probabilité de collecter des ressources de niveau supérieur.
-------
Ces chaussures de collecte sont spécialement conçues pour la collecte. Elles peuvent vous aider à collecter des ressources plus rapidement et plus efficacement, rendant votre voyage de collecte plus fluide.
",0,item-icon-114,114,Lv 2 Chaussures de récolte,"1,2",346,0,3,999,0,1,2,1,
4,1," Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez la probabilité de collecter des ressources de niveau supérieur.
-------
Ces chaussures sont conçues pour les collectionneurs passionnés, offrant une agilité et un confort accrus lors de longues expéditions. Leur construction durable mais légère permet aux joueurs de traverser facilement différents terrains et de collecter des ressources avec facilité. Les chaussures sont également dotées d'une adhérence spécialisée qui assure la stabilité, évitant les glissades et les chutes même dans des environnements dangereux.
",0,item-icon-115,115,Lv 3 Chaussures de récolte,"1,2,3",355,0,3,999,0,1,3,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs.
-------
Boostez la croissance de vos cultures avec cette formule puissante, garantissant une récolte abondante en un rien de temps. Améliorez votre efficacité agricole et observez vos plantes prospérer avec cet engrais puissant.
",98,item-icon-128,128,Lv 0 Engrais accéléré,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs.
-------
Un engrais pour augmenter les rendements des cultures, conçu spécifiquement pour la production agricole au niveau LV0 et supérieur. Il peut fournir des nutriments suffisants aux cultures, favoriser leur croissance et leur développement, et améliorer leur rendement et leur qualité.
",98,item-icon-129,129,Lv 0 Engrais augmentant le rendement,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs.
-------
Cette formule riche en nutriments nourrit en profondeur les plantes, favorisant une croissance saine et des floraisons vibrantes. Elle améliore la rétention d'humidité du sol, garantissant une hydratation prolongée des plantes. Boostez la vitalité de votre jardin avec cet engrais essentiel.
",98,item-icon-130,130,Lv 0 Engrais hydratant,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion peut être utilisée pendant les combats et procure un léger effet de guérison.
",0,item-icon-134,134,Lv 0 Potion de guérison secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion peut améliorer votre puissance d'attaque.
",0,item-icon-135,135,Lv 0 Potion d'attaque secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion améliore votre agilité, vous permettant de vous déplacer rapidement et d'esquiver les attaques avec facilité. Elle vous donne une poussée temporaire de vitesse, faisant de vous une force redoutable sur le champ de bataille. Utilisez-la stratégiquement pour surpasser vos adversaires et prendre l'avantage en combat.
",0,item-icon-136,136,Lv 0 Potion de vitesse de déplacement secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion améliore vos chances de coup critique, vous permettant d'infliger des coups dévastateurs à vos ennemis. C'est un must pour tout joueur cherchant à maximiser ses dégâts. Utilisez-la judicieusement et regardez vos ennemis s'effondrer devant vous.
",0,item-icon-137,137,Lv 0 Potion de coup critique secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion est une bouée de sauvetage dans le jeu, offrant un coup de pouce bien nécessaire à la santé de votre personnage. Elle restaure instantanément une quantité significative de points de vie, vous permettant de poursuivre votre aventure sans interruption. Avec sa couleur vibrante et son goût rafraîchissant, c'est le remède parfait pour toute situation désespérée.
",0,item-icon-138,138,Lv 0 Potion de vie secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette potion peut fournir un effet défensif temporaire, adapté aux situations d'urgence en combat.
",0,item-icon-139,139,Lv 0 Potion de défense secondaire,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Il s'agit d'un type de graine qui peut être plantée pour faire pousser du bambou, ce qui est adapté à une utilisation dans le domaine agricole.
",97,item-icon-146,146,Lv 1 Graine de bambou,1,482,0,1,"1,0",1,3,1,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Les graines de trèfle sont des consommables agricoles utilisés pour planter du trèfle et sont adaptées à une utilisation sur des terres de bas grade. Elles peuvent pousser rapidement et produire une valeur nutritionnelle riche dans des environnements adaptés.
",97,item-icon-147,147,Lv 1 Graine de trèfle,1,484,0,1,"1,0",1,3,1,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Ce type de graines de carotte peut être utilisé pour faire pousser des carottes fraîches et délicieuses. Elles conviennent à une utilisation dans les jardins domestiques ou les petites fermes et peuvent être plantées au printemps et en automne. Les carottes cultivées à partir de ces graines sont savoureuses et nutritives.
",97,item-icon-148,148,Lv 1 Graine de carotte,1,483,0,1,"1,0",1,3,1,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Les graines de plante carnivore sont un consommable agricole qui peut être utilisé pour faire pousser des plantes carnivores. Cette plante est une plante carnivore qui peut absorber les nutriments des insectes. Après la plantation, un ensoleillement et un arrosage suffisants sont nécessaires pour une croissance harmonieuse.
",97,item-icon-149,149,Lv 2 Graine de droséra pigmée,1,487,0,1,2,1,3,2,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Ce type de graines de coton peut être planté dans les champs et récolté pour obtenir du coton utilisé dans la production textile.
",97,item-icon-150,150,Lv 2 Graine de coton,1,486,0,1,2,1,3,2,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette graine renferme le potentiel de faire pousser une plante épineuse et résistante. Elle promet une touche de beauté désertique dans votre jardin. Plantez-la et observez les merveilles de la nature se déployer.
",97,item-icon-151,151,Lv 2 Graine de cactus,1,485,0,1,2,1,3,2,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Cette graine est adaptée à la plantation dans des environnements chauds, elle pousse rapidement et a une excellente qualité. Son goût est extrêmement épicé, ce qui peut ajouter une saveur unique aux aliments, en faisant le meilleur choix pour les amateurs de piment.
",97,item-icon-152,152,Lv 3 Graine de piment fort explosif,1,489,0,1,3,1,3,3,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Une graine solide et durable qui possède une coque externe solide, parfaite pour la protection et la longévité. Sa nature robuste lui permet de résister aux conditions difficiles et de prospérer dans n'importe quel environnement. Cette graine est le symbole de la résilience et de la force.
",97,item-icon-153,153,Lv 3 Graine de fruit à coque dure,1,490,0,1,3,1,3,3,1,718
