canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Nâng cao hiệu suất thu thập của bạn
-------
Cái rìu sắt này có thể được sử dụng để chặt cây và là công cụ cần thiết để thu thập gỗ. Nó cũng có thể được sử dụng như trang bị để tăng hiệu quả chiến đấu.
",0,item-icon-92,92,Lv 1 Cái rìu sắt,1,0,3,999,0,1,1,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Nâng cao hiệu suất thu thập của bạn
-------
Độ sắc của cái rìu này đã đạt đến cấp độ 2, giúp dễ dàng thu thập cây. Tuy nhiên, nó cũng đã bị nguyền rủa, vì vậy cần thận trọng khi sử dụng.
",0,item-icon-93,93,Lv 2 Cái rìu nguyền rủa,"1,2",0,3,999,0,1,2,1
0,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Nâng cao hiệu suất thu thập của bạn
-------
Một vũ khí mạnh mẽ được ban phước, có khả năng chặt qua mọi chướng ngại với dễ dàng. Lưỡi kiếm sắc bén của nó tỏa sáng với ánh sáng thiêng liêng, gieo sợ hãi vào trái tim kẻ thù. Cái rìu may mắn là biểu tượng thực sự của sức mạnh và công bằng trên chiến trường.
",0,item-icon-94,94,Lv 3 Cái rìu ban phước,"1,2,3",0,3,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Mũ trang trí này mang lại may mắn cho người đeo, thêm một chút sự quyến rũ cho bất kỳ trang phục nào. Màu sắc tươi sáng và thiết kế tinh tế khiến nó trở thành phụ kiện không thể thiếu cho những người chơi thời trang. Hãy đội nó và để may mắn luôn ở bên bạn!
",0,item-icon-98,98,Lv 1 Mũ lá may mắn,1,0,1,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Mũ trang trí này được làm từ vải cotton mềm mại và thoải mái, mang lại may mắn cho người đeo. Màu sắc tươi sáng và thiết kế tinh tế khiến nó trở thành phụ kiện thời trang cho bất kỳ trang phục nào. Với chiếc mũ này, bạn sẽ tự tin và sẵn sàng đối mặt với bất kỳ cuộc phiêu lưu nào.
",0,item-icon-99,99,Lv 2 Mũ bông may mắn,"1,2",0,1,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc mũ bảo hộ chắc chắn này mang lại may mắn cho người đeo, cung cấp bảo vệ bổ sung và tăng khả năng tìm kiếm kho báu có giá trị. Màu sắc tươi sáng và thiết kế bền chắc khiến nó trở thành một lựa chọn ưa thích của những người chơi phiêu lưu.
",0,item-icon-100,100,Lv 3 Mũ bảo hộ may mắn,"1,2,3",0,1,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc áo khoác thời trang này hoàn hảo cho các cuộc phiêu lưu ngoài trời, mang lại sự ấm áp và bảo vệ khỏi các yếu tố tự nhiên. Chất liệu bền chắc và thiết kế thực tế khiến nó trở thành một món đồ không thể thiếu cho bất kỳ nhà thám hiểm nào. Hãy giữ cho mình thoải mái và thời trang với chiếc áo khoác Harvest này.
",0,item-icon-101,101,Lv 1 Áo nông nghiệp,1,0,1,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc áo khoác bền chắc này được thiết kế dành riêng cho người nông dân, mang lại bảo vệ khỏi các yếu tố tự nhiên và địa hình gồ ghề. Đường may chắc chắn và chất liệu bền chắc khiến nó lý tưởng cho công việc ngoài trời. Hãy giữ cho mình thoải mái và tập trung vào công việc với món đồ tin cậy này.
",0,item-icon-102,102,Lv 2 Áo nông nghiệp,"1,2",0,1,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc áo khoác này được thiết kế đặc biệt cho những người làm việc trong nông nghiệp. Nó có tính năng bảo vệ, thoáng khí và bền chắc, giúp công việc của bạn trên cánh đồng trở nên thoải mái và an toàn hơn.
",0,item-icon-103,103,Lv 3 Áo nông nghiệp,"1,2,3",0,1,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc quần này được thiết kế dành cho người nông dân, mang lại sự thoải mái và độ bền cho những giờ làm việc dài trên cánh đồng. Được làm từ vật liệu chất lượng cao, chúng cung cấp khả năng bảo vệ tuyệt vời chống lại bụi bẩn và vết bẩn. Với thiết kế thực tế và khả năng điều chỉnh, chiếc quần này là một món đồ không thể thiếu cho bất kỳ nông dân nào.
",0,item-icon-104,104,Lv 1 Quần nông nghiệp,1,0,1,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc quần nông nghiệp này được thiết kế đặc biệt cho công việc nông nghiệp, với tính năng chống nước và chống mài mòn, giúp công việc của bạn trên cánh đồng trở nên thoải mái và an toàn hơn.
",0,item-icon-105,105,Lv 2 Quần nông nghiệp,"1,2",0,1,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc quần này được thiết kế đặc biệt cho người làm việc trong nông nghiệp, được làm từ vật liệu cao cấp mang lại sự thoải mái và độ bền. Nó có chức năng chống thấm nước, chống bẩn và chống đâm xuyên, hiệu quả bảo vệ cơ thể và quần áo của người lao động. Ngoài ra, nó còn có nhiều túi và thiết kế chi tiết để dễ dàng mang theo công cụ và nâng cao hiệu suất công việc.
",0,item-icon-106,106,Lv 3 Quần nông nghiệp,"1,2,3",0,1,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Găng tay này phù hợp để sử dụng trên cánh đồng và có thể bảo vệ tay khỏi gai, bụi và các vật sắc nhọn khác. Nó cũng có chức năng chống trượt, giúp bạn ổn định hơn trên đất ẩm. 
",0,item-icon-107,107,Lv 1 Găng tay nông nghiệp,1,0,1,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Những chiếc găng tay này được thiết kế đặc biệt cho các nhiệm vụ nông nghiệp, mang lại khả năng nắm vững tuyệt vời và bảo vệ khỏi gai và bề mặt gồ ghề. Chúng được làm từ vật liệu bền chắc để chịu được những giờ làm việc dài trên cánh đồng. Với những chiếc găng tay này, bạn có thể xử lý bất kỳ công việc nông nghiệp nào một cách dễ dàng và thoải mái.
",0,item-icon-108,108,Lv 2 Găng tay nông nghiệp,"1,2",0,1,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Chiếc găng tay này được thiết kế đặc biệt cho công việc nông nghiệp, mang lại sự thoải mái khi cầm và bảo vệ để giúp người nông dân hoàn thành các hoạt động nông nghiệp khác nhau một cách dễ dàng và an toàn hơn.
",0,item-icon-109,109,Lv 3 Găng tay nông nghiệp,"1,2,3",0,1,999,0,1,3,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những đôi giày thu thập này được thiết kế đặc biệt cho việc thu thập. Khi mang chúng, bạn sẽ linh hoạt hơn khi đi trong rừng và dễ dàng thu thập các tài nguyên bạn cần.
",0,item-icon-113,113,Lv 1 Giày thu thập,1,0,3,999,0,1,1,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những đôi giày thu thập này được thiết kế đặc biệt cho việc thu thập. Chúng có thể giúp bạn thu thập tài nguyên nhanh hơn và hiệu quả hơn, giúp hành trình thu thập của bạn trở nên suôn sẻ hơn.
",0,item-icon-114,114,Lv 2 Giày thu thập,"1,2",0,3,999,0,1,2,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những đôi giày này được thiết kế dành riêng cho những người đam mê thu thập, mang lại sự linh hoạt và thoải mái trong các cuộc thám hiểm kéo dài. Với cấu trúc nhẹ nhưng bền chắc, chúng cho phép người chơi dễ dàng di chuyển trên mọi địa hình và thu thập tài nguyên một cách dễ dàng. Giày cũng có đế chống trượt đặc biệt để đảm bảo sự ổn định, ngăn ngừa trượt ngã ngay cả trong môi trường nguy hiểm.
",0,item-icon-115,115,Lv 3 Giày thu thập,"1,2,3",0,3,999,0,1,3,1
"1,3,4",1,"Bạn có thể nhận được mặt hàng này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính.
-------
Sử dụng nó để kích hoạt hiệu ứng đặc biệt, giúp cây trồng của bạn phát triển mạnh mẽ hơn. Tăng cường hiệu suất nông nghiệp của bạn và chứng kiến sự phát triển thịnh vượng của cây trồng với phân bón mạnh mẽ này.
",98,item-icon-128,128,Lv 0 Phân bón tăng tốc,1,0,1,999,0,3,0,1
"1,3,4",1,"Bạn có thể nhận được mặt hàng này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính.
-------
Phân bón tăng năng suất cây trồng là một loại vật phẩm được thiết kế đặc biệt cho sản xuất nông nghiệp ở cấp độ LV0 trở lên. Nó cung cấp đủ chất dinh dưỡng cho cây trồng, thúc đẩy sự phát triển và tăng năng suất và chất lượng của chúng.
",98,item-icon-129,129,Lv 0 Phân bón tăng năng suất,1,0,1,999,0,3,0,1
"1,3,4",1,"Bạn có thể nhận được mặt hàng này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính.
-------
Công thức giàu chất dinh dưỡng này nuôi dưỡng sâu vào cây trồng, thúc đẩy sự phát triển khỏe mạnh và hoa tươi sáng. Nó tăng cường khả năng giữ ẩm của đất, đảm bảo cây trồng được cung cấp nước trong thời gian dài. Nâng cao sức sống của vườn của bạn với phân bón thiết yếu này.
",98,item-icon-130,130,Lv 0 Phân bón dưỡng ẩm,1,0,1,999,0,3,0,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thuốc này có thể được sử dụng trong trận đấu và mang lại hiệu ứng chữa trị nhỏ.
",0,item-icon-134,134,Lv 0 Thuốc hồi phục phụ,1,0,2,"1,0",1,3,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thuốc này có thể tăng cường sức mạnh tấn công của bạn.
",0,item-icon-135,135,Lv 0 Thuốc tăng công kích,1,0,2,"1,0",1,3,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thuốc này tăng cường sự linh hoạt của bạn, cho phép bạn di chuyển nhanh chóng và né tránh các cuộc tấn công dễ dàng. Nó mang lại một cú hích tạm thời về tốc độ, biến bạn trở thành một lực lượng đáng gờm trên chiến trường. Sử dụng nó một cách chiến lược để vượt qua đối thủ và giành ưu thế trong chiến đấu.
",0,item-icon-136,136,Lv 0 Thuốc tăng tốc di chuyển,1,0,2,"1,0",1,3,1,1
"1,3,4",1,"Bạn có thể thu được mục này thông qua tổng hợp.
Sử dụng nó có thể kích hoạt hiệu ứng đặc biệt.
-------
Thuốc này tăng cường khả năng gây chí mạng của bạn, cho phép bạn gây sát thương tàn phá cho kẻ thù. Đây là một món đồ không thể thiếu đối với bất kỳ người chơi nào muốn tối đa hóa sức mạnh tấn công của mình. Sử dụng nó một cách khôn ngoan và quan sát kẻ thù của bạn sụp đổ trước mặt bạn.
",0,item-icon-137,137,Lv 0 Thuốc tăng đòn kích,1,0,2,"1,0",1,3,1,1
